ESTADILLO_P;Parcela_P;Monte_P;Estrato_P;PROYECTO_P;ID_DESCARGA_P;FECHA_DESCARGA_P;RUTA_ARCHIVO_P;ID_FORCIPULA_P;ARBOL NRO_A;D_A;Especie_A;Forma_cub_A;Tipo_A;Ho/HD_A;Edad/EC_A;ID_ARBOL_A;ID_PARCELA;PROYECTO_A;ID_DESCARGA_A;ID_JOIN
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;212;102;Q. ilex;4;Normal;0;0;857;43;0510;8;857
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;213;91;Q. ilex;4;Normal;0;0;858;43;0510;8;858
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;214;100;Q. ilex;4;Normal;0;0;859;43;0510;8;859
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;215;97;Q. ilex;4;Normal;0;0;860;43;0510;8;860
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;216;122;Q. ilex;4;Normal;0;0;861;43;0510;8;861
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;217;100;Q. ilex;4;Normal;0;0;862;43;0510;8;862
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;218;125;Q. ilex;4;Normal;0;0;863;43;0510;8;863
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;219;97;Q. ilex;4;Normal;0;0;864;43;0510;8;864
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;220;108;Q. ilex;4;Normal;0;0;865;43;0510;8;865
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;222;80;Q. ilex;4;Normal;0;0;866;43;0510;8;866
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;223;79;Q. ilex;4;Normal;0;0;867;43;0510;8;867
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;224;105;Q. ilex;4;Normal;0;0;868;43;0510;8;868
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;225;77;Q. ilex;4;Normal;0;0;869;43;0510;8;869
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;226;95;Q. ilex;4;Normal;0;0;870;43;0510;8;870
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;227;77;Q. ilex;4;Normal;0;0;871;43;0510;8;871
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;228;125;Q. ilex;4;Normal;0;0;872;43;0510;8;872
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;229;93;Q. ilex;4;Normal;0;0;873;43;0510;8;873
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;231;77;Q. ilex;4;Normal;0;0;874;43;0510;8;874
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;232;88;Q. ilex;4;Normal;0;0;875;43;0510;8;875
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;233;76;Q. ilex;4;Normal;0;0;876;43;0510;8;876
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;234;76;Q. ilex;4;Normal;0;0;877;43;0510;8;877
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;235;88;Q. ilex;4;Normal;0;0;878;43;0510;8;878
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;236;80;Q. ilex;4;Normal;0;0;879;43;0510;8;879
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;237;112;Q. ilex;4;Normal;0;0;880;43;0510;8;880
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;238;76;Q. ilex;4;Normal;0;0;881;43;0510;8;881
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;239;100;Q. ilex;4;Normal;0;0;882;43;0510;8;882
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;240;105;Q. ilex;4;Normal;0;0;883;43;0510;8;883
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;241;97;Q. ilex;4;Normal;0;0;884;43;0510;8;884
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;242;101;Q. ilex;4;Normal;0;0;885;43;0510;8;885
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;243;84;Q. ilex;4;Normal;0;0;886;43;0510;8;886
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;244;93;Q. ilex;4;Normal;0;0;887;43;0510;8;887
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;245;94;Q. ilex;4;Normal;0;0;888;43;0510;8;888
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;246;79;Q. ilex;4;Normal;0;0;889;43;0510;8;889
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;247;107;Q. ilex;4;Normal;0;0;890;43;0510;8;890
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;250;95;Q. ilex;4;Modelo 1;44;0;891;43;0510;8;891
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;251;94;Q. ilex;4;Modelo 2;45;0;892;43;0510;8;892
4;4450;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;252;90;Q. ilex;4;Modelo 3;44;0;893;43;0510;8;893
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;253;174;Q. ilex;4;Normal;0;0;894;44;0510;8;894
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;254;245;Q. ilex;4;Normal;0;0;895;44;0510;8;895
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;255;230;Q. ilex;4;Normal;0;0;896;44;0510;8;896
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;256;95;Q. ilex;4;Normal;0;0;897;44;0510;8;897
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;257;191;Q. ilex;4;Normal;0;0;898;44;0510;8;898
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;258;215;Q. ilex;4;Normal;0;0;899;44;0510;8;899
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;259;185;Q. ilex;4;Normal;0;0;900;44;0510;8;900
5;5409;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;260;113;Q. ilex;4;Normal;0;0;901;44;0510;8;901
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;261;261;Q. ilex;4;Normal;0;0;902;45;0510;8;902
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;262;173;Q. ilex;4;Normal;0;0;903;45;0510;8;903
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;263;218;Q. ilex;4;Normal;0;0;904;45;0510;8;904
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;264;115;Q. ilex;4;Normal;0;0;905;45;0510;8;905
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;265;169;Q. ilex;4;Normal;0;0;906;45;0510;8;906
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;266;251;Q. ilex;4;Normal;0;0;907;45;0510;8;907
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;267;258;Q. ilex;4;Normal;0;0;908;45;0510;8;908
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;268;180;Q. ilex;4;Normal;0;0;909;45;0510;8;909
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;269;249;Q. ilex;4;Normal;0;0;910;45;0510;8;910
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;270;239;Q. ilex;4;Modelo 1;83;0;911;45;0510;8;911
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;271;187;Q. ilex;4;Modelo 2;63;0;912;45;0510;8;912
6;4413;Selladores;Q. ilex;0510;8;17/05/2017;MMJ_0418;1;272;193;Q. ilex;4;Modelo 3;63;0;913;45;0510;8;913
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;0;420;P. pinea;5;Normal;0;0;914;46;0510;9;914
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;1;455;P. pinea;5;Normal;0;0;915;46;0510;9;915
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;2;259;P. pinea;5;Normal;0;0;916;46;0510;9;916
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;3;254;P. pinea;5;Normal;0;0;917;46;0510;9;917
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;4;84;Q. ilex;4;Normal;0;0;918;46;0510;9;918
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;5;385;P. pinea;5;Normal;0;0;919;46;0510;9;919
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;6;411;P. pinea;5;Normal;0;0;920;46;0510;9;920
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;8;436;P. pinea;5;Normal;0;0;921;46;0510;9;921
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;9;399;P. pinea;5;Normal;0;0;922;46;0510;9;922
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;10;430;P. pinea;5;Normal;0;0;923;46;0510;9;923
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;11;415;P. pinea;5;Normal;0;0;924;46;0510;9;924
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;12;348;P. pinea;5;Normal;0;0;925;46;0510;9;925
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;13;90;Q. ilex;4;Normal;0;0;926;46;0510;9;926
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;15;484;P. pinea;5;Normal;0;0;927;46;0510;9;927
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;16;357;P. pinea;5;Normal;0;0;928;46;0510;9;928
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;17;463;P. pinea;5;Normal;0;0;929;46;0510;9;929
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;18;412;P. pinea;5;Normal;0;0;930;46;0510;9;930
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;19;423;P. pinea;5;Normal;0;0;931;46;0510;9;931
1;5036;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;20;363;P. pinea;5;Dominante;176;54;932;46;0510;9;932
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;21;219;P. pinea;5;Normal;0;0;933;47;0510;9;933
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;22;210;P. pinea;5;Normal;0;0;934;47;0510;9;934
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;23;234;P. pinea;5;Normal;0;0;935;47;0510;9;935
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;24;191;P. pinea;5;Normal;0;0;936;47;0510;9;936
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;25;195;P. pinea;5;Normal;0;0;937;47;0510;9;937
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;26;269;P. pinea;5;Normal;0;0;938;47;0510;9;938
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;27;259;P. pinea;5;Normal;0;0;939;47;0510;9;939
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;28;222;P. pinea;5;Normal;0;0;940;47;0510;9;940
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;29;215;P. pinea;5;Normal;0;0;941;47;0510;9;941
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;30;207;P. pinea;5;Normal;0;0;942;47;0510;9;942
2;5033;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;31;195;P. pinea;5;Dominante;57;34;943;47;0510;9;943
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;32;145;Q. ilex;4;Normal;0;0;944;48;0510;9;944
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;33;107;Q. ilex;4;Normal;0;0;945;48;0510;9;945
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;34;76;Q. ilex;4;Normal;0;0;946;48;0510;9;946
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;35;161;Q. ilex;4;Normal;0;0;947;48;0510;9;947
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;36;139;Q. ilex;4;Normal;0;0;948;48;0510;9;948
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;37;143;Q. ilex;4;Normal;0;0;949;48;0510;9;949
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;38;130;Q. ilex;4;Normal;0;0;950;48;0510;9;950
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;39;95;Q. ilex;4;Normal;0;0;951;48;0510;9;951
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;40;144;Q. ilex;4;Normal;0;0;952;48;0510;9;952
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;41;125;Q. ilex;4;Normal;0;0;953;48;0510;9;953
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;42;139;Q. ilex;4;Normal;0;0;954;48;0510;9;954
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;43;200;Q. ilex;4;Normal;0;0;955;48;0510;9;955
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;44;338;P. pinea;5;Modelo 3;80;0;956;48;0510;9;956
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;45;322;P. pinea;5;Modelo 2;88;0;957;48;0510;9;957
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;46;380;P. pinea;5;Modelo 1;98;0;958;48;0510;9;958
3;4110;Selladores;P. pinea;0510;9;17/05/2017;MMJ_0420;1;47;379;P. pinea;5;Dominante;97;32;959;48;0510;9;959
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;0;169;Q. ilex;4;Normal;0;0;960;49;0510;10;960
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;1;80;Q. ilex;4;Normal;0;0;961;49;0510;10;961
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;2;105;Q. ilex;4;Normal;0;0;962;49;0510;10;962
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;3;189;Q. ilex;4;Normal;0;0;963;49;0510;10;963
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;4;193;Q. ilex;4;Normal;0;0;964;49;0510;10;964
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;5;140;Q. ilex;4;Normal;0;0;965;49;0510;10;965
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;6;108;Q. ilex;4;Normal;0;0;966;49;0510;10;966
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;7;144;Q. ilex;4;Normal;0;0;967;49;0510;10;967
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;8;105;Q. ilex;4;Normal;0;0;968;49;0510;10;968
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;9;102;Q. ilex;4;Modelo 3;43;0;969;49;0510;10;969
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;10;122;Q. ilex;4;Modelo 2;47;0;970;49;0510;10;970
1;4456;Selladores;Q. ilex;0510;10;17/05/2017;MMJ_0424;1;11;95;Q. ilex;4;Modelo 1;42;0;971;49;0510;10;971
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;12;265;Q. ilex;4;Normal;0;0;972;50;0510;10;972
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;13;87;Q. ilex;4;Normal;0;0;973;50;0510;10;973
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;14;217;Q. ilex;4;Normal;0;0;974;50;0510;10;974
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;15;173;Q. ilex;4;Normal;0;0;975;50;0510;10;975
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;16;199;Q. ilex;4;Normal;0;0;976;50;0510;10;976
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;17;145;Q. ilex;4;Normal;0;0;977;50;0510;10;977
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;18;185;Q. ilex;4;Normal;0;0;978;50;0510;10;978
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;19;132;Q. ilex;4;Normal;0;0;979;50;0510;10;979
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;20;87;Q. ilex;4;Normal;0;0;980;50;0510;10;980
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;21;198;Q. ilex;4;Normal;0;0;981;50;0510;10;981
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;22;137;Q. ilex;4;Normal;0;0;982;50;0510;10;982
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;23;108;Q. ilex;4;Normal;0;0;983;50;0510;10;983
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;24;218;Q. ilex;4;Normal;0;0;984;50;0510;10;984
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;25;118;Q. ilex;4;Normal;0;0;985;50;0510;10;985
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;26;151;Q. ilex;4;Normal;0;0;986;50;0510;10;986
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;27;141;Q. ilex;4;Normal;0;0;987;50;0510;10;987
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;28;80;Q. ilex;4;Normal;0;0;988;50;0510;10;988
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;29;95;Q. ilex;4;Normal;0;0;989;50;0510;10;989
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;30;127;Q. ilex;4;Normal;0;0;990;50;0510;10;990
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;31;116;Q. ilex;4;Normal;0;0;991;50;0510;10;991
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;32;76;Q. ilex;4;Normal;0;0;992;50;0510;10;992
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;33;225;P. pinea;5;Normal;0;0;993;50;0510;10;993
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;34;170;P. pinea;5;Normal;0;0;994;50;0510;10;994
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;35;140;P. pinea;5;Normal;0;0;995;50;0510;10;995
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;36;137;P. pinea;5;Normal;0;0;996;50;0510;10;996
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;37;155;Q. ilex;4;Normal;0;0;997;50;0510;10;997
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;38;125;Q. ilex;4;Normal;0;0;998;50;0510;10;998
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;39;156;Q. ilex;4;Normal;0;0;999;50;0510;10;999
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;40;122;Q. ilex;4;Normal;0;0;1000;50;0510;10;1000
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;41;187;Q. ilex;4;Normal;0;0;1001;50;0510;10;1001
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;42;230;P. pinea;5;Normal;0;0;1002;50;0510;10;1002
2;5012;Selladores;P. pinea;0510;10;17/05/2017;MMJ_0424;1;43;165;P. pinea;5;Dominante;72;31;1003;50;0510;10;1003
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;0;277;P. pinea;5;Normal;0;0;1004;51;0510;11;1004
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;1;249;P. pinea;5;Normal;0;0;1005;51;0510;11;1005
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;2;108;P. pinea;5;Normal;0;0;1006;51;0510;11;1006
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;3;125;P. pinea;5;Normal;0;0;1007;51;0510;11;1007
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;4;294;P. pinea;5;Normal;0;0;1008;51;0510;11;1008
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;5;303;P. pinea;5;Normal;0;0;1009;51;0510;11;1009
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;6;322;P. pinea;5;Normal;0;0;1010;51;0510;11;1010
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;7;221;P. pinea;5;Normal;0;0;1011;51;0510;11;1011
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;8;200;P. pinea;5;Normal;0;0;1012;51;0510;11;1012
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;9;255;P. pinea;5;Normal;0;0;1013;51;0510;11;1013
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;10;343;P. pinea;5;Normal;0;0;1014;51;0510;11;1014
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;11;282;P. pinea;5;Normal;0;0;1015;51;0510;11;1015
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;12;119;P. pinea;5;Normal;0;0;1016;51;0510;11;1016
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;13;274;P. pinea;5;Normal;0;0;1017;51;0510;11;1017
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;14;278;P. pinea;5;Normal;0;0;1018;51;0510;11;1018
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;15;270;P. pinea;5;Normal;0;0;1019;51;0510;11;1019
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;16;308;P. pinea;5;Normal;0;0;1020;51;0510;11;1020
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;17;242;P. pinea;5;Normal;0;0;1021;51;0510;11;1021
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;18;255;P. pinea;5;Normal;0;0;1022;51;0510;11;1022
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;19;275;P. pinea;5;Normal;0;0;1023;51;0510;11;1023
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;20;282;P. pinea;5;Normal;0;0;1024;51;0510;11;1024
1;5034;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;21;305;P. pinea;5;Dominante;109;46;1025;51;0510;11;1025
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;22;304;P. pinea;5;Normal;0;0;1026;52;0510;11;1026
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;23;229;P. pinea;5;Normal;0;0;1027;52;0510;11;1027
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;24;313;P. pinea;5;Normal;0;0;1028;52;0510;11;1028
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;25;249;P. pinea;5;Normal;0;0;1029;52;0510;11;1029
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;26;166;P. pinea;5;Normal;0;0;1030;52;0510;11;1030
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;27;278;P. pinea;5;Normal;0;0;1031;52;0510;11;1031
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;28;235;P. pinea;5;Normal;0;0;1032;52;0510;11;1032
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;29;295;P. pinea;5;Normal;0;0;1033;52;0510;11;1033
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;30;219;P. pinea;5;Normal;0;0;1034;52;0510;11;1034
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;31;320;P. pinea;5;Normal;0;0;1035;52;0510;11;1035
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;32;324;P. pinea;5;Normal;0;0;1036;52;0510;11;1036
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;33;287;P. pinea;5;Normal;0;0;1037;52;0510;11;1037
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;34;237;P. pinea;5;Normal;0;0;1038;52;0510;11;1038
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;35;241;P. pinea;5;Modelo 1;96;0;1039;52;0510;11;1039
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;36;259;P. pinea;5;Modelo 2;98;0;1040;52;0510;11;1040
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;37;277;P. pinea;5;Modelo 3;104;0;1041;52;0510;11;1041
2;4109;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;38;317;P. pinea;5;Dominante;110;42;1042;52;0510;11;1042
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;39;344;P. pinea;5;Normal;0;0;1043;53;0510;11;1043
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;40;369;P. pinea;5;Normal;0;0;1044;53;0510;11;1044
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;41;326;P. pinea;5;Normal;0;0;1045;53;0510;11;1045
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;42;283;P. pinea;5;Normal;0;0;1046;53;0510;11;1046
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;43;221;P. pinea;5;Normal;0;0;1047;53;0510;11;1047
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;44;274;P. pinea;5;Normal;0;0;1048;53;0510;11;1048
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;45;183;P. pinea;5;Normal;0;0;1049;53;0510;11;1049
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;46;309;P. pinea;5;Normal;0;0;1050;53;0510;11;1050
3;4108;Selladores;P. pinea;0510;11;17/05/2017;MMJ_0425;1;47;345;P. pinea;5;Normal;0;0;1051;53;0510;11;1051
